Equipment state (expert assessment),Substation name,Dispatcher name,Transformer,Winding arrangement & Switching devices,Oil year,Breakdown voltage. kV,Moisture content. g/t,Acid number. mgKOH/g,Oil tangent at 90С. %,Flash point in closed cup. С,Н2. % vol.,СН4. % vol.,С2Н4. % vol.,С2Н6. % vol.,С2Н2. % vol.,СО2. % vol.,СО. % vol.,Winding year,Winding temperature during  last tests. C,R60 insulation resistance of HV winding. measured during commissioning tests. Mohm,R60 insulation resistance of HV winding. measured during last tests. MOhm,Tangent of HV winding insulation. measured during last tests. %,R60 insulation resistance of MV (LV1) winding. measured during commissioning tests. MOhm,Tangent of MV (LV1) winding insulation. measured during commissioning tests. %,R60 insulation resistance of MV (LV1) winding. measured during last tests. MOhm,Tangent of MV (LV1) winding insulation. measured during last tests. %,R60 insulation resistance of LV (LV2) winding. measured during commissioning tests. MOhm,Tangent of MV (LV2) winding insulation. measured during commissioning tests. %,R60 insulation resistance of LV (LV2) winding. measured during last tests. MOhm,Tangent of MV (LV2) winding insulation. measured during last tests. %,On-load tap-changer year,Breakdown voltage of oil from the tank. kV
satisfactory,Ust-Dzheguta,Т-2,TDTNG-20000/110/35/6,3.00,1958.0,38.0,-1.0,0.3,0.012,141.00,0.0032,0.0005,0.002,0.0005,0.00,0.348,0.021,1958.0,-1.0,700.00,3000.00,0.375,-1.00,-1.0,-1.00,-1.0,550.00,0.5,3000.00,0.952,1958.0,-1.0
satisfactory,Erkin-Shahar,Т-1,TDTN-10000/110,3.00,1980.0,38.0,-1.0,0.91,0.046,143.00,0.00,0.0002,0.0049,0.0001,0.00,0.244,0.027000000000000003,1980.0,-1.0,1200.00,800.00,0.7,1200.00,0.15,2600.00,0.8,1000.00,0.11,1000.00,0.65,1980.0,-1.0
satisfactory,Erkin-Shahar,Т-2,TDTN-16000/110,3.00,1982.0,55.0,-1.0,0.18,0.01,144.00,0.00,0.002,0.001,0.00,0.00004,0.063,0.013000000000000001,1982.0,-1.0,1200.00,3400.00,0.332,1100.00,0.3,1500.00,0.4,1300.00,0.44,2700.00,1.039,1982.0,-1.0
satisfactory,Starokuvinskaia,Т-1,TMTN-6300/110,3.00,1979.0,40.0,-1.0,0.49,0.018,142.00,0.00,0.0002,0.0008,0.00,0.00,0.09699999999999999,0.006999999999999999,1979.0,-1.0,5000.00,1200.00,0.39,-1.00,-1.0,-1.00,-1.0,3000.00,0.16,900.00,0.24,1979.0,-1.0
satisfactory,Severnaia,Т-1,TDTN-25000/110,3.00,1970.0,47.0,-1.0,0.16,0.032,144.00,0.00,0.0003,0.0031,0.0001,0.00232,0.258,0.013999999999999999,1970.0,-1.0,1300.00,3000.00,0.462,-1.00,-1.0,-1.00,-1.0,1200.00,0.18,3000.00,0.35,1970.0,-1.0
satisfactory,Severnaia,Т-2,TDTN-20000/110,3.00,1967.0,42.0,-1.0,0.17,0.024,144.00,0.00,0.002,0.0089,0.003,0.00,0.48,0.03,1967.0,-1.0,300.00,2100.00,0.37,-1.00,-1.0,-1.00,-1.0,230.00,0.8,700.00,0.8,1967.0,-1.0
satisfactory,Zelenchuk,Т-1,TDTN-16000/110,3.00,1977.0,41.0,-1.0,0.36,0.02,144.00,0.00,0.0003,0.0257,0.0002,0.00107,0.19,0.019,1977.0,-1.0,1000.00,1000.00,0.6,1000.00,0.3,1000.00,0.2,2500.00,0.3,1500.00,0.58,1977.0,-1.0
satisfactory,Zelenchuk,Т-2,TDN-20000/110,3.00,1953.0,52.0,-1.0,0.3,0.018,143.00,0.00,0.0003,0.002,0.0002,0.00,0.205,0.015,1953.0,-1.0,1000.00,1500.00,0.56,1300.00,0.3,1500.00,0.58,1500.00,0.3,900.00,0.76,1953.0,-1.0
good,Kizliar-1,Т-1,TDTN-16000/110,3.00,1997.0,42.0,-1.0,-1.00,0.066,145.00,0.00,0.0,0.00009,0.00441,0.00038,0.0018,0.00266,1997.0,38.0,3000.00,2600.00,0.91,3000.00,0.29,1500.00,0.92,3000.00,0.32,1600.00,0.38,1997.0,42.0
good,Kizliar-1,Т-2,TDTN-10000/110,3.00,1997.0,44.0,-1.0,-1.00,0.02,150.00,0.00187,0.0,0.00,0.00002,0.00,0.0656,0.04913,1997.0,43.0,7000.00,3900.00,0.79,7000.00,0.1,3900.00,0.79,4000.00,0.25,1800.00,0.39,1997.0,36.0
satisfactory,Terecli-Mekteb,Т-1,TMTN-6300/110,3.00,1973.0,36.0,-1.0,-1.00,0.047,151.00,0.00205,0.0,0.00003,0.00001,0.00001,0.07256,0.035,1973.0,35.0,2000.00,400.00,1.14,3000.00,-1.0,1000.00,0.92,1750.00,-1.0,300.00,0.9,1973.0,40.0
satisfactory,Terecli-Mekteb,Т-2,TMN-6300/100,3.00,1974.0,38.0,-1.0,-1.00,0.01,128.00,0.00,0.0,0.00,0.00,0.00,0.06494,0.03646,1974.0,35.0,2500.00,1100.00,0.98,3000.00,-1.0,400.00,0.92,2500.00,-1.0,400.00,0.9,1974.0,45.0
good,Alexanderiia,Т-1,TMTN-6300/110,3.00,1978.0,38.0,-1.0,-1.00,0.013,147.00,0.0012,0.0,0.00,0.00001,0.00001,0.0228,0.0227,1978.0,30.0,3000.00,3000.00,0.84,3500.00,-1.0,1500.00,0.86,2500.00,-1.0,2000.00,0.91,1978.0,39.0
good,Alexanderiia,Т-2,TMTN-6300/110,3.00,1979.0,41.0,-1.0,-1.00,0.015,151.00,0.00421,0.0,0.00,0.00001,0.00,0.07297000000000001,0.01963,1979.0,25.0,1500.00,3800.00,0.76,2000.00,-1.0,4800.00,0.84,1600.00,-1.0,4400.00,0.9,1979.0,50.0
good,Tarumovka,Т-1,TMTN-6300/110,3.00,1987.0,40.0,-1.0,-1.00,0.03,138.00,0.00006,0.00054,0.00531,0.0006,0.00025,0.17719000000000001,0.02411,1987.0,55.0,2500.00,10000.00,0.6,3000.00,-1.0,10000.00,0.9,3000.00,-1.0,10000.00,0.7,1987.0,37.0
satisfactory,Tarumovka,Т-2,TMTN-6300/110,3.00,1985.0,45.0,-1.0,-1.00,0.021,142.00,0.00031,0.0,0.00001,0.00006,0.00,0.06,0.044739999999999995,1985.0,50.0,2000.00,840.00,0.91,3000.00,-1.0,6300.00,0.72,3000.00,-1.0,1300.00,0.68,1985.0,40.0
unsatisfactory,Kochubei,Т-2,TMN-6300/100,3.00,1966.0,40.0,-1.0,-1.00,0.13,138.00,0.00011,0.0,0.00001,0.00,0.00002,0.06923,0.0033399999999999997,1966.0,25.0,1500.00,600.00,0.86,1700.00,-1.0,550.00,0.72,5400.00,-1.0,400.00,0.68,1966.0,42.0
satisfactory,Kizliar-2,Т-2,TDTN-16000/110,3.00,1979.0,39.0,-1.0,-1.00,0.04,143.00,0.00,0.0,0.00,0.00,0.00002,0.06506,0.04007,1979.0,20.0,3000.00,1000.00,0.6,3000.00,-1.0,700.00,0.8,2500.00,-1.0,1000.00,0.6,1979.0,41.0
satisfactory,Kaitag,Т-1,TDTN-16000/110,3.00,1986.0,64.0,-1.0,-1.00,0.066,145.00,0.00096,0.0007,0.0022,0.00,0.0004,0.18,0.047,1986.0,38.0,2000.00,2100.00,0.91,3000.00,-1.0,3000.00,0.92,2500.00,-1.0,2750.00,-1.00,1986.0,50.0
satisfactory,Kaitag,Т-2,TMT-6300/110,3.00,1972.0,58.0,-1.0,-1.00,0.02,150.00,0.0082,0.0075,0.00163,0.0003,0.0008,0.2,0.031,1972.0,43.0,2500.00,2750.00,0.79,3000.00,-1.0,3000.00,0.79,2500.00,-1.0,2750.00,-1.00,1972.0,55.0
satisfactory,Mamedkala,Т-1,TMTN-6300/110,3.00,1973.0,62.0,-1.0,-1.00,0.047,151.00,0.0007,0.0008,0.001,0.00,0.001,0.53,0.049,1973.0,35.0,3000.00,2750.00,1.14,3500.00,-1.0,3500.00,0.92,3000.00,-1.0,3000.00,-1.00,1973.0,52.0
satisfactory,Mamedkala,Т-2,TDTN-16000/110,3.00,1987.0,65.0,-1.0,-1.00,0.01,128.00,0.00038,0.0005,0.00028,0.00,0.0011,0.111,0.005,1987.0,35.0,1500.00,1500.00,0.98,2000.00,-1.0,1750.00,0.92,1750.00,-1.0,1750.00,-1.00,1987.0,56.0
satisfactory,Magaramkent,Т-1,TMTG-5600/110,3.00,1962.0,55.0,-1.0,-1.00,0.013,147.00,0.0005,0.0028,0.00128,0.0007,0.0003,0.035,0.005,1962.0,30.0,2500.00,2500.00,0.84,3000.00,-1.0,3000.00,0.86,2500.00,-1.0,2500.00,-1.00,1962.0,53.0
satisfactory,Magaramkent,Т-2,TMTN-6300/110,3.00,2002.0,58.0,-1.0,-1.00,0.015,151.00,0.0003,0.0007,0.0008,0.00,0.0026,0.046,0.027000000000000003,2002.0,25.0,2000.00,2000.00,0.76,3000.00,-1.0,3000.00,0.84,2500.00,-1.0,2500.00,-1.00,2002.0,56.0
satisfactory,Kasumkent,Т-1,TMTN-6300/110,3.00,1980.0,62.0,-1.0,-1.00,0.03,138.00,0.006,0.0008,0.0066,0.0011,0.0008,0.126,0.024,1980.0,55.0,1500.00,1500.00,0.6,1700.00,-1.0,1700.00,0.9,1600.00,-1.0,1600.00,-1.00,1980.0,50.0
satisfactory,Kasumkent,Т-2,TMT-6300/110,3.00,1965.0,66.0,-1.0,-1.00,0.021,142.00,0.0017,0.00064,0.001,0.00055,0.00,0.066,0.01,1965.0,50.0,3000.00,3000.00,0.91,3000.00,-1.0,3000.00,0.72,3000.00,-1.0,3000.00,-1.00,1965.0,58.0
satisfactory,Akhty,Т-1,TDTN-10000/100,3.00,1998.0,57.0,-1.0,-1.00,0.13,138.00,0.00,0.0005,0.001,0.00147,0.0006,0.10800000000000001,0.0128,1998.0,25.0,2500.00,2500.00,0.86,1750.00,-1.0,1750.00,0.72,3000.00,-1.0,2750.00,-1.00,1998.0,59.0
satisfactory,Akhty,Т-2,TMTN-6300/110,3.00,1989.0,61.0,-1.0,-1.00,0.04,143.00,0.00017,0.0008699999999999999,0.004,0.00176,0.0006,0.46799999999999997,0.048,1989.0,20.0,5200.00,5200.00,0.6,5900.00,-1.0,5900.00,0.8,5400.00,-1.0,5400.00,-1.00,1989.0,51.0
satisfactory,Kurakh,Т-1,TMTN-6300/110,3.00,2004.0,62.0,-1.0,-1.00,0.066,137.00,0.002,0.001,0.0008,0.001,0.00,0.068,0.012,2004.0,20.0,2500.00,2750.00,0.98,3000.00,-1.0,3000.00,0.92,2500.00,-1.0,2750.00,-1.00,2004.0,52.0
satisfactory,Mahachkala-110,Т-1,TDTN-25000110/79U1,3.00,1986.0,62.0,-1.0,-1.00,0.047,151.00,0.00386,0.00175,0.00001,0.00,0.00004,0.70619,0.19264,1986.0,35.0,3000.00,2750.00,1.14,3500.00,-1.0,3500.00,0.92,3000.00,-1.0,3000.00,-1.00,1986.0,52.0
satisfactory,Novaia,Т-1,TDTN-40000/110/67/U1,3.00,1977.0,55.0,-1.0,-1.00,0.013,147.00,0.00182,0.0001,0.0098,0.0007,0.00002,0.4424,0.1363,1977.0,30.0,2500.00,2500.00,0.84,3000.00,-1.0,3000.00,0.86,2500.00,-1.0,2500.00,-1.00,1977.0,53.0
satisfactory,Shamhal,Т-1,TDTN-16000/110-76U1,3.00,1976.0,66.0,-1.0,-1.00,0.021,142.00,0.00,0.00016,0.00123,0.00003,0.00,0.03209,0.00707,1976.0,50.0,3000.00,3000.00,0.91,3000.00,-1.0,3000.00,0.72,3000.00,-1.0,3000.00,-1.00,1976.0,58.0
satisfactory,Aktash,Т-1,TDTN-16000/10,3.00,1989.0,61.0,-1.0,-1.00,0.0004,154.00,-1.00,0.0008,0.0047,0.0036,0.0009,0.157,0.016,1989.0,37.0,4800.00,2100.00,0.9,2000.00,0.6,1800.00,43466.00,2800.00,0.8,1700.00,43525.00,1989.0,56.0
satisfactory,Dylym,Т-1,TDTN-10000/10,3.00,1989.0,58.0,-1.0,-1.00,0.023,147.00,-1.00,0.0004,0.0007,0.0004,0.0005,0.037000000000000005,0.0078,1989.0,41.0,3000.00,1500.00,43466.00,2100.00,0.8,1300.00,43525.00,2000.00,0.7,900.00,43556.00,1989.0,53.0
satisfactory,Lvovskoe,Т-1,TDTN-10000/10,3.00,1988.0,56.0,-1.0,-1.00,0.024,148.00,-1.00,0.0006,0.002,0.0028,0.001,0.09300000000000001,0.018000000000000002,1988.0,39.0,3100.00,2000.00,0.9,3000.00,0.7,2300.00,43556.00,3000.00,0.45,1200.00,43497.00,1988.0,56.0
satisfactory,Babaiurt,Т-2,TDTN-10000/10,3.00,1977.0,55.0,-1.0,-1.00,0.027,145.00,0.021,0.0006,0.0043,0.0044,0.0004,0.12,0.01,1977.0,40.0,3500.00,2200.00,0.85,2800.00,0.9,2000.00,43466.00,3500.00,0.9,850.00,43497.00,1977.0,50.0
satisfactory,ChirkeiGPP,Т-1,TDTN-10000/10,3.00,1966.0,52.0,-1.0,-1.00,0.03,143.00,0.036,0.00037,0.0033,0.00036,-1.00,0.22,0.016,1966.0,40.0,4100.00,2000.00,1.0,3000.00,0.9,2000.00,43466.00,3600.00,0.9,850.00,43525.00,1966.0,62.0
satisfactory,Mitiaevo,Т-1,TRDN-25000/110,1.00,1978.0,66.8,5.0,0.006,1.67,149.00,0.00,0.0006,0.004,0.0035,0.00022,0.19,0.011000000000000001,1978.0,10.0,-1.00,3000.00,0.5,-1.00,-1.0,9000.00,0.7,-1.00,-1.0,9000.00,0.54,1978.0,48.4
satisfactory,Gavrilovskaia,Т-1,TRDN-25000/110,1.00,1979.0,42.0,7.0,0.03,3.96,141.00,0.004,0.0002,0.0038,0.0001,0.00,0.14,0.017,1979.0,3.0,-1.00,2000.00,0.9,-1.00,-1.0,1600.00,0.9,-1.00,-1.0,2000.00,0.9,1979.0,40.8
good,Larino,Т-3,TRDN-40000/110,1.00,2008.0,74.8,5.0,0.003,0.52,141.00,0.00,0.0001,0.0001,0.0002,0.00,0.03,0.006,2008.0,2.0,-1.00,9000.00,0.65,-1.00,-1.0,9000.00,0.4,-1.00,-1.0,8000.00,0.2,2008.0,67.4
good,Progress,Т-1,TRDM-25000/110,1.00,1999.0,53.2,-1.0,0.02,-1.00,143.00,0.001,0.0003,0.0003,0.0001,0.00012,0.13,0.005,1999.0,-1.0,-1.00,3000.00,0.4,-1.00,-1.0,2000.00,0.4,-1.00,-1.0,2000.00,0.4,1999.0,50.6
satisfactory,110/6kVSevernaia,Т-3,TRDN-40000/110-79U1,1.00,1988.0,77.3,-1.0,0.00438,1.046,141.00,0.00,0.00035099999999999997,0.00632,0.00123,0.000103,0.115,0.00086,1988.0,19.0,-1.00,1900.00,0.53,-1.00,-1.0,2400.00,0.7,-1.00,-1.0,2400.00,0.68,1988.0,41.3
satisfactory,110/6kVSevernaia,Т-1,TRDN-40000/110-79U1,1.00,1991.0,76.3,-1.0,0.012,1.28,146.00,0.00,0.000309,0.000073,0.00,0.000097,0.0119,0.012,1991.0,5.0,-1.00,887.00,0.589,-1.00,-1.0,1226.00,0.77,-1.00,-1.0,1132.00,0.82,1991.0,71.5
good,110/6kVVostochnaia,Т-1,TRDN-40000/110-U1,1.00,2008.0,69.8,-1.0,0.003,0.62,143.00,0.00,0.000129,0.00268,0.000018,0.00,0.0108,0.0018899999999999998,2008.0,-1.0,8000.00,-1.00,-1.0,4000.00,0.479,-1.00,-1.0,3800.00,0.49,-1.00,-1.00,2008.0,48.5
good,110/6kVVostochnaia,Т-2,TRDN-40000/110-U1,1.00,2008.0,75.5,-1.0,0.005,0.385,142.00,0.00,0.000357,0.000104,0.000146,0.00,0.0153,0.00718,2008.0,-1.0,10000.00,-1.00,-1.0,10000.00,0.435,-1.00,-1.0,10000.00,0.442,-1.00,-1.00,2008.0,70.5
good,110/6kVPivovar,Т-1,TRDN-25000/110-U1,1.00,2007.0,72.3,-1.0,0.0032,0.579,149.00,0.00,0.00022,0.00062,0.000028,0.0001,0.01823,0.00168,2007.0,-1.0,4889.98,-1.00,-1.0,4889.98,0.306,-1.00,-1.0,4889.98,0.314,-1.00,-1.00,2007.0,59.7
satisfactory,OZTP,Т1,TRDN-25000/110U1,1.00,1973.0,57.0,17.0,0.02,43647.00,147.00,-1.00,5.9999999999999995e-05,0.00129,0.00001,-1.00,0.0887,0.01518,1973.0,44.0,-1.00,760.00,0.3,-1.00,-1.0,1400.00,0.3,-1.00,-1.0,1140.00,0.30,1973.0,72.0
satisfactory,OZTP,Т2,TRDN-25000/110U1,1.00,1973.0,71.0,43664.00,0.01,0.3,146.00,-1.00,5.9999999999999995e-05,0.0009,-1.00,0.001,0.081,0.01114,1973.0,48.0,-1.00,1960.00,0.28,-1.00,-1.0,2560.00,0.28,-1.00,-1.0,2900.00,0.28,1973.0,39.0
satisfactory,KS-16,Т2,TRDN-40000/110U1,1.00,2001.0,58.0,-1.0,0.01,0.1,142.00,-1.00,0.00022999999999999998,0.0006,0.00021,-1.00,0.09967000000000001,0.00792,2001.0,26.0,-1.00,5600.00,0.3,-1.00,-1.0,6800.00,0.3,-1.00,-1.0,6700.00,0.30,2001.0,55.0
satisfactory,110/10kVVostochnaia,Т-2,TRDN-25000/110-66,1.00,1988.0,60.2,7.99,0.02,-1.00,140.00,0.00019,0.00018,0.00241,0.00011,0.00001,0.14670999999999998,0.01645,1988.0,55.0,-1.00,4449.00,0.22,-1.00,-1.0,4877.00,0.23,-1.00,-1.0,5314.00,0.21,1988.0,-1.0
satisfactory,110/10kVVostochnaia,Т-1,TRDN-40000/110U1,1.00,1972.0,70.2,1.64,0.11,-1.00,152.00,0.00017,0.00047000000000000004,0.00174,0.00049,0.00001,0.29856,0.0382,1972.0,35.0,1100.00,2682.00,43709.00,900.00,0.13,3512.00,0.76,900.00,0.11,4489.00,0.74,1972.0,-1.0
satisfactory,110/6kVLesnaia,Т-1,TRDN-25000/110-66,1.00,1971.0,59.0,2.45,0.06,-1.00,152.00,0.00217,0.00035,0.00091,0.02,0.00,0.37955,0.034480000000000004,1971.0,20.0,-1.00,625.30,0.37,-1.00,-1.0,810.00,0.4,-1.00,-1.0,806.70,0.39,1971.0,-1.0
satisfactory,110/10/6kVCentralnaia,Т-1,TRDN-63000/110U1,1.00,2008.0,59.0,43648.00,0.12,-1.00,152.00,0.00325,0.00025,0.00012,0.02,0.00,0.0677,0.02255,2008.0,11.0,5134.00,5134.00,0.35,6465.00,0.38,6465.00,0.38,7129.00,0.45,7129.00,0.45,2008.0,-1.0
good,110/6kVSviiaga,Т-1,TRDN-63000/110U1,1.00,2006.0,58.2,0.0,0.00,-1.00,146.00,0.00135,0.0002,0.00011,0.00024,0.00,0.0574,0.012440000000000001,2006.0,25.0,1100.00,1100.00,0.37,1700.00,0.4,1700.00,0.4,1700.00,0.48,1700.00,0.48,2006.0,-1.0
good,Centralnaia-2,С-1-Т,TRDN-40000/110,1.00,1984.0,66.5,43597.00,0.04,0.179,142.00,-1.00,-1.0,-1.00,-1.00,-1.00,-1.0,-1.0,1984.0,54.0,750.00,3600.00,0.32,1100.00,0.64,6900.00,0.19,1100.00,0.73,7000.00,0.20,1984.0,69.1
good,Centralnaia-3,С-1-Т,TRDN-40000/110,1.00,1988.0,72.6,43544.00,0.04,0.95,135.00,-1.00,-1.0,-1.00,-1.00,-1.00,-1.0,-1.0,1988.0,55.0,1800.00,2500.00,0.23,3000.00,0.4,2700.00,0.24,2900.00,0.45,3000.00,0.22,1988.0,77.6
satisfactory,Zavodskaia-1,С2Т,TRDN-40000,1.00,1984.0,68.0,43603.00,0.01,43525.00,140.00,0.00,0.0002,0.0006,0.0001,0.00,0.16,0.01,1984.0,27.0,2600.00,2500.00,0.3,4200.00,0.25,2000.00,0.53,5000.00,0.22,2000.00,0.62,1984.0,42.0
satisfactory,Ovoshchnaia,С1Т,TRDN-25000,1.00,1984.0,82.7,11.0,0.02,2.27,142.00,0.00,0.0001,0.003,0.00,0.00,0.13,0.012,1984.0,28.0,3500.00,2000.00,0.43,4100.00,0.3,1500.00,0.46,4000.00,0.3,1200.00,0.53,1984.0,69.8
satisfactory,Zapadnaia,Т-1,TRDN-25000/110-U1,1.00,2001.0,70.6,43512.00,0.00,0.138,145.00,0.0001,0.0002,0.0001,0.00,0.00,0.09,0.004,2001.0,27.0,17500.00,35000.00,0.18,25000.00,0.3,40000.00,0.23,25000.00,0.3,40000.00,0.23,2001.0,0.0
satisfactory,Zapadnaia,Т-2,TRDN-25000/110-U1,1.00,2005.0,62.6,43726.00,0.00,0.141,150.00,0.00,0.0001,0.00,0.00,0.00,0.08,0.004,2005.0,30.0,9700.00,10000.00,0.2,13000.00,0.26,10000.00,0.25,13500.00,0.28,10000.00,0.26,2005.0,0.0
satisfactory,Tormoznaia,Т-1,TRDN-25000/110-66,1.00,1971.0,66.4,43610.00,0.0095,0.3,154.00,0.0004,0.0003,0.0001,0.0002,-1.00,0.207,0.009000000000000001,1971.0,30.0,2500.00,2900.00,0.72,2500.00,0.54,2900.00,0.6,2500.00,0.54,2900.00,0.72,1971.0,70.0
satisfactory,Tormoznaia,Т-2,TRDN-25000/110-66,1.00,1975.0,62.0,20.0,0.0323,0.7,141.00,0.00,0.0001,0.0049,0.0001,-1.00,0.239,0.018000000000000002,1975.0,30.0,2500.00,2900.00,0.72,2500.00,0.54,1700.00,0.3,2500.00,0.54,2900.00,0.72,1975.0,57.6
satisfactory,Rahovskaia,Т-1,TRDN-40000/110/6,1.00,1976.0,66.2,43592.00,0.02,0.25,147.00,0.000525,0.003102,0.022136,0.00,0.003411,0.880709,0.033237,1976.0,50.0,700.00,400.00,0.34,1300.00,0.33,960.00,0.34,1400.00,0.3,500.00,0.31,1976.0,-1.0
satisfactory,Secha,Т-1,TRDN-25000/110U1,1.00,1987.0,63.8,43591.00,0.01,0.75,140.00,0.000545,6.8e-05,0.001287,0.00,0.000055,0.204539,0.012922999999999999,1987.0,34.0,18750.00,10000.00,0.12,25000.00,0.15,10000.00,0.17,30000.00,0.11,10000.00,0.12,1987.0,-1.0
satisfactory,Zaton,Т-1,TRNDTCN-25000/110,1.00,1988.0,78.8,15.0,0.01,0.32,137.00,0.000359,2.5e-05,0.000181,0.00,0.000032,0.07993099999999999,0.007036,1988.0,25.0,10000.00,10000.00,0.4,8900.00,0.45,10000.00,0.4,8500.00,0.24,10000.00,0.39,1988.0,-1.0
satisfactory,Tekhnicheskaia,Т-1,TRDN-25000/110-66,1.00,1974.0,71.3,12.0,0.08,0.94,144.00,0.00102,0.000522,0.003668,0.00,0.000213,0.551318,0.070336,1974.0,20.0,10000.00,1050.00,0.46,10000.00,0.3,1875.00,0.38,10000.00,0.3,1700.00,0.30,1974.0,-1.0
satisfactory,S.Vostochnaia,Т-4,TRDN-25000/110,1.00,1986.0,72.5,10.0,0.04,0.61,145.00,0.000269,0.00011,0.006561,0.00,0.000097,0.180862,0.022649000000000002,1986.0,20.0,590.00,500.00,0.3,3300.00,0.3,800.00,0.34,3700.00,0.4,1000.00,0.40,1986.0,-1.0
satisfactory,Dzerzhinskaia,Т-1,TRDN-40000/110/10/6,1.00,1982.0,82.3,-1.0,0.02,0.8,141.00,0.000303,4.9e-05,0.001316,0.000032,0.00,0.131019,0.005521,1982.0,15.0,900.00,3000.00,0.27,1900.00,0.3,3875.00,0.35,800.00,0.2,2375.00,0.26,1982.0,-1.0
satisfactory,Dzerzhinskaia,Т-2,TRDN-40000/110/10/6,1.00,1980.0,86.0,-1.0,0.02,0.3,143.00,0.000568,4.6e-05,0.000617,0.000055,0.00,0.143407,0.011118000000000001,1980.0,20.0,580.00,6000.00,0.08,900.00,0.46,6000.00,0.09,630.00,0.46,6000.00,0.09,1980.0,-1.0
satisfactory,Vostochnaia,Т-1,TRDN-25000/110/10,1.00,1971.0,78.0,-1.0,0.01,0.59,141.00,0.000184,0.000101,0.005407,0.000082,0.00,0.278379,0.023025999999999998,1971.0,23.0,2250.00,3500.00,0.22,3875.00,0.15,4750.00,0.28,4075.00,0.13,5250.00,0.27,1971.0,-1.0
satisfactory,Vostochnaia,Т-2,TRDN-25000/110/10,1.00,1974.0,72.3,-1.0,0.02,1.00,137.00,0.007203,0.003014,0.001306,0.001651,0.00,0.521897,0.026898000000000002,1974.0,21.0,1750.00,10000.00,0.19,1600.00,0.23,10000.00,0.14,1600.00,0.19,10000.00,0.17,1974.0,-1.0
satisfactory,Grachi3,Т-1,TRDN-40000/110/10,1.00,1980.0,75.6,-1.0,0.01,0.2,145.00,0.000553,0.00019099999999999998,0.001603,0.000114,0.00,0.331779,0.026945999999999998,1980.0,18.0,400.00,1875.00,0.18,900.00,0.33,2375.00,0.21,925.00,0.34,2625.00,0.24,1980.0,-1.0
good,Himicheskaia,Т-2,TRDN-40000/110,1.00,1977.0,65.2,-1.0,0.08,1.28,144.00,0.000515,0.000181,0.001464,0.00012,0.000007,0.435799,0.022821,1977.0,47.0,-1.00,5000.00,0.3,-1.00,-1.0,7000.00,0.34,-1.00,-1.0,3000.00,0.35,1977.0,34.0
good,Borodaevka,Т-2,TRDN-40000/110,1.00,1978.0,64.3,-1.0,0.00,0.16,145.00,0.000796,0.000144,0.001205,0.000076,0.00,0.26202,0.014941,1978.0,42.0,-1.00,4000.00,0.32,-1.00,-1.0,5000.00,0.37,-1.00,-1.0,3500.00,0.40,1978.0,50.0
good,Ternovka-2,Т-1,TRDN-16000/110,1.00,1978.0,72.0,-1.0,0.05,0.61,142.00,0.00055,8.7e-05,0.001332,0.0001,0.00001,0.160477,0.013297999999999999,1978.0,20.0,-1.00,6000.00,0.32,-1.00,-1.0,6000.00,0.22,-1.00,-1.0,6000.00,0.23,1978.0,70.6
good,Engelsskaia,Т-2,TRDN-25000/110,1.00,1969.0,48.7,-1.0,0.00,0.24,150.00,0.000448,9.300000000000001e-05,0.000732,0.000151,0.000011,0.21194899999999997,0.011308,1969.0,45.0,-1.00,5000.00,0.3,-1.00,-1.0,6000.00,0.4,-1.00,-1.0,6000.00,0.40,1969.0,47.0
good,Industrialnaia,Т-2,TRDN25000/110,1.00,1989.0,71.6,-1.0,0.10,43500.00,145.00,0.000355,0.00010800000000000001,0.001784,0.00117,0.001445,0.22022600000000003,0.01004,1989.0,20.0,-1.00,5000.00,0.34,-1.00,-1.0,7500.00,0.4,-1.00,-1.0,5000.00,0.38,1989.0,67.3
good,Zapadnaia110/6,Т-1,TRDN-40000/110-U1,1.00,-1.0,75.0,9.0,0.018,0.085,-1.00,0.0092,0.0018,0.007,0.0019,0.0011,0.05,0.0069,-1.0,25.0,30000.00,17000.00,0.23,52000.00,0.35200000000000004,20000.00,0.24,50000.00,0.353,23000.00,0.26,-1.0,71.4
good,Zapadnaia110/6,Т-2,TRDN-40000/110-U1,1.00,-1.0,79.0,43663.00,0.05,43588.00,-1.00,0.00,0.00027,0.0077,0.00001,0.00,0.26,0.026000000000000002,-1.0,20.0,900.00,1470.00,0.38,1500.00,0.507,1764.00,0.31,1400.00,0.508,1764.00,0.31,-1.0,60.0
unserviceable,Diffuzion,Т-1,TRDN-25000,1.00,-1.0,71.0,0.0021,0.047,0.3,-1.00,-1.00,0.00,0.00034,-1.00,-1.00,0.31,0.0073,-1.0,-1.0,5000.00,2000.00,0.7,1500.00,0.1,2000.00,43588.00,1500.00,0.1,2000.00,5.00,-1.0,69.0
satisfactory,Iartcevo-1,Т-1,TRDN-40000,1.00,-1.0,73.0,3.0,0.01,0.17,-1.00,0.001839,0.00037,0.000295,0.000237,0.000093,0.09119,0.001873,-1.0,-1.0,2000.00,3000.00,0.7,4000.00,0.2,3000.00,0.9,4000.00,0.2,3000.00,0.8,-1.0,-1.0
